"effect","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high"
"fixed","(Intercept)",0.271198948679274,0.0520845953993449,5.20689364292699,52.0620143331838,3.31745020394e-06,0.166686524963135,0.375711372395412
"fixed","age_months",0.230989876023737,0.0316306097951297,7.3027323064541,107.562769019184,5.15511840722313e-11,0.16828963267175,0.293690119375725
"fixed","study_conditionT1D",-0.00561030288767508,0.112056457094032,-0.0500667523600823,51.6003379668671,0.960262497642297,-0.230509496694629,0.219288890919279
"fixed","age_months:study_conditionT1D",0.023374493536157,0.0745170101243085,0.313679970481424,108.968947231088,0.754363785845294,-0.124316270338502,0.171065257410816
