"effect","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high"
"fixed","(Intercept)",0.271198948680102,0.0520845953987164,5.20689364300573,52.062014340527,3.31745020200218e-06,0.166686524965575,0.375711372394629
"fixed","age_months",0.230989876023081,0.0316306097952262,7.30273230641109,107.562769013425,5.15511840942709e-11,0.168289632670864,0.293690119375298
"fixed","study_conditionT1D",-0.00561030288848122,0.112056457092669,-0.0500667523678854,51.6003379760317,0.960262497636075,-0.230509496691741,0.219288890914779
"fixed","age_months:study_conditionT1D",0.0233744935366095,0.0745170101245146,0.313679970486628,108.96894722103,0.754363785841407,-0.124316270338611,0.17106525741183
