"effect","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high"
"fixed","(Intercept)",2.29473128860854,0.111111130003761,20.6525780858394,36.0109258798075,1.4942509567241e-21,2.06938984636523,2.52007273085185
"fixed","age_months",0.20467143906748,0.0578837809630843,3.53590307443825,103.815124722121,0.000608746525565201,0.0898833233972346,0.319459554737725
"fixed","study_conditionT1D",0.0590795692882196,0.239505480058166,0.246673141983521,35.0871535699249,0.806598734218116,-0.42709923528757,0.545258373864009
"fixed","age_months:study_conditionT1D",0.0334459001820641,0.136625036511128,0.244800667843481,104.741578385502,0.807089724991567,-0.23746409984937,0.304355900213499
