"effect","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","taxon","p_adj_BH","taxon_short"
"fixed","study_conditionT1D",-2.11949878821184,2.01177638316415,-1.05354591392422,24.5225322493575,0.302361509774799,-6.26692422737352,2.02792665094985,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",0.907062745853591,"s__Parabacteroides_distasonis"
"fixed","age_months:study_conditionT1D",2.43162329411807,0.832677245911873,2.92024707779204,101.704345231076,0.0043079362856056,0.779954294851551,4.0832922933846,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",0.0516952354272672,"s__Parabacteroides_distasonis"
"fixed","(Intercept)",3.42104418744889,0.931570737165908,3.6723396849676,72.0573729662902,0.000458320053905621,1.56401712452166,5.27807125037612,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",0.000499985513351586,"s__Roseburia_intestinalis"
"fixed","age_months",0.0525289236768279,0.662917507741433,0.0792390049491896,111.928961338415,0.936984014896787,-1.26096624511336,1.36602409246702,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",0.936984014896787,"s__Roseburia_intestinalis"
"fixed","study_conditionT1D",0.732776497960331,2.00989284605521,0.364584858042827,76.6246371893396,0.716425582283928,-3.26974437098761,4.73529736690827,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",0.907062745853591,"s__Roseburia_intestinalis"
"fixed","age_months:study_conditionT1D",-0.459029587471985,1.55287161133443,-0.295600475996549,114.163054327878,0.768072183673513,-3.53520916183858,2.61714998689461,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",0.768072183673513,"s__Roseburia_intestinalis"
"fixed","(Intercept)",0.888103416550633,0.728300867395083,1.21941831502565,24.0729533884545,0.234499087924826,-0.614794672190021,2.39100150529129,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0.234499087924826,"s__Prevotella_copri"
"fixed","age_months",0.192472359899178,0.256233661316887,0.751159542856259,101.240686547843,0.454299152292946,-0.315811648900784,0.70075636869914,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0.605732203057261,"s__Prevotella_copri"
"fixed","study_conditionT1D",-1.91906002080782,1.57834040557859,-1.21587207298563,23.5995859493957,0.236056514782999,-5.17952186595362,1.34140182433798,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0.907062745853591,"s__Prevotella_copri"
"fixed","age_months:study_conditionT1D",-0.408191993608234,0.605745775396443,-0.673866843464297,101.53245707319,0.501927213258473,-1.60975227842929,0.793368291212819,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0.602312655910167,"s__Prevotella_copri"
