effect	term	estimate	std.error	statistic	df	p.value	conf.low	conf.high	significance
fixed	(Intercept)	2.36223633727964	0.0953539021079323	24.7733578286685	34.0048282936197	2.41819303235417e-23	2.16845490675827	2.556017767801	p < 0.001
fixed	time_months	0.0161465800346046	0.00475780627037633	3.39370271024663	105.543195616403	0.000972146342587805	0.00671329499268007	0.0255798650765291	p < 0.001
