effect	term	estimate	std.error	statistic	df	p.value	conf.low	conf.high	significance
fixed	(Intercept)	0.284494208062622	0.0491142603670364	5.79249704539099	49.0202854595791	4.87248113067157e-07	0.185796439737432	0.383191976387813	p < 0.001
fixed	time_from_baseline_months	0.0218670163652233	0.00286602979505734	7.62972401854803	108.076312784123	9.8316425206428e-12	0.0161860935462256	0.0275479391842209	p < 0.001
fixed	study_conditionT1D	0.034993328197328	0.101738294638423	0.343954342086174	42.5043719928382	0.7325764397982	-0.170250706912469	0.240237363307125	not significant
fixed	time_from_baseline_months:study_conditionT1D	-0.00177038055990585	0.00618696970219945	-0.286146634801926	110.481645281637	0.775301671956437	-0.0140309079220098	0.0104901468021981	not significant
