sample_id	subject_id	study_condition	time_months	time_years	taxon	relative_abundance	rel_abund_log10	taxon_short
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.103409010340901	-0.985399622486808	s__Faecalibacterium_prausnitzii
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00852040085204009	-2.06903056042231	s__Bacteroides_fragilis
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	-5	s__Bifidobacterium_bifidum
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0184560018456002	-1.73362712536947	s__Bifidobacterium_longum
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.124264712426471	-0.905617233151676	s__Blautia_wexlerae
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0920719092071909	-1.03582568471328	s__Bacteroides_ovatus
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0172179017217902	-1.7637676143767	s__Parabacteroides_distasonis
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0	-5	s__Roseburia_intestinalis
PRJNA231909.3107883	E006574	T1D	6.40657084188912	0.53388090349076	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.402527621704212	-0.395193523656392	s__Bacteroides_vulgatus
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	1.20009576764226e-05	-4.65755841442627	s__Bacteroides_dorei
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	1.9301540262913e-05	-4.53310954994957	s__Bacteroides_uniformis
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0793620330902406	-1.10033249523217	s__Faecalibacterium_prausnitzii
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.0208042601799624	-1.68163902102366	s__Bacteroides_fragilis
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	-5	s__Bifidobacterium_bifidum
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0338444007831825	-1.47038486873291	s__Bifidobacterium_longum
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.0226156047252571	-1.64539980437326	s__Blautia_wexlerae
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0441619241215449	-1.35485368253538	s__Bacteroides_ovatus
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0291696277362934	-1.53492025298763	s__Parabacteroides_distasonis
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.000116909329364483	-3.89650645085575	s__Roseburia_intestinalis
PRJNA231909.3108096	E006574	T1D	9.03490759753593	0.752908966461328	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.357190125034433	-0.447088397762901	s__Bacteroides_vulgatus
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	-5	s__Bacteroides_dorei
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	5.29120321961214e-05	-4.20126628592758	s__Bacteroides_uniformis
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0861888993557135	-1.0644982794977	s__Faecalibacterium_prausnitzii
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.0112787647911135	-1.9473535756792	s__Bacteroides_fragilis
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	-5	s__Bifidobacterium_bifidum
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0240705736484477	-1.6183331715094	s__Bifidobacterium_longum
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.0375939488639717	-1.42476654656746	s__Blautia_wexlerae
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0334331026875511	-1.47569343764527	s__Bacteroides_ovatus
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0187533645150907	-1.72668928432981	s__Parabacteroides_distasonis
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.091875192418756	-1.03675447086604	s__Roseburia_intestinalis
PRJNA231909.3108098	E006574	T1D	10.0205338809035	0.835044490075291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.145081427459286	-0.838358246536146	s__Bacteroides_vulgatus
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	1.15999942000029e-05	-4.66554636546514	s__Bacteroides_dorei
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	5.68999715500142e-05	-4.17457406692088	s__Bacteroides_uniformis
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0805997597001201	-1.09361237348887	s__Faecalibacterium_prausnitzii
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00213559893220053	-2.6684514556276	s__Bacteroides_fragilis
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.0043882978058511	-2.35671536818598	s__Bifidobacterium_bifidum
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0452609773695113	-1.34418012928201	s__Bifidobacterium_longum
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.115150542424729	-0.938696298192082	s__Blautia_wexlerae
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0650625674687163	-1.18660205763531	s__Bacteroides_ovatus
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.00677109661445169	-2.16870006791847	s__Parabacteroides_distasonis
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	6.08999695500152e-05	-4.14935395133687	s__Roseburia_intestinalis
PRJNA231909.3108100	E006574	T1D	12.3203285420945	1.02669404517454	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.0075196030078412	-2.12322792101696	s__Bacteroides_vulgatus
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	-5	s__Bacteroides_dorei
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	1.41000056400023e-05	-4.61798285578938	s__Bacteroides_uniformis
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0162039064815626	-1.79011233623168	s__Faecalibacterium_prausnitzii
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00227430090972036	-2.64124668728114	s__Bacteroides_fragilis
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	-5	s__Bifidobacterium_bifidum
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0204968081987233	-1.68810193054109	s__Bifidobacterium_longum
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.220572988229195	-0.656427984203504	s__Blautia_wexlerae
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.000199400079760032	-3.67902315723533	s__Bacteroides_ovatus
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.00131360052544021	-2.87824306910682	s__Parabacteroides_distasonis
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0	-5	s__Roseburia_intestinalis
PRJNA231909.3108103	E006574	T1D	14.2915811088296	1.19096509240246	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.269319680795904	-0.569715783626784	s__Bacteroides_vulgatus
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.000452200135660041	-3.33516993138742	s__Bacteroides_dorei
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.000273300081990025	-3.54775329979015	s__Bacteroides_uniformis
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.147676344302903	-0.830659659515884	s__Faecalibacterium_prausnitzii
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00721590216477065	-2.14110792286596	s__Bacteroides_fragilis
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	-5	s__Bifidobacterium_bifidum
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0139983041994913	-1.85361443583338	s__Bifidobacterium_longum
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.077739923321977	-1.10930003060799	s__Blautia_wexlerae
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0406268121880437	-1.39108036823012	s__Bacteroides_ovatus
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0249636074890822	-1.60251871838397	s__Parabacteroides_distasonis
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0	-5	s__Roseburia_intestinalis
PRJNA231909.3108105	E006574	T1D	17.9055441478439	1.492128678987	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.378262786521164	-0.422194901342221	s__Bacteroides_vulgatus
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	8.99999730000081e-05	-4.00000011725949	s__Bacteroides_dorei
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.000319899904030029	-3.48161781079365	s__Bacteroides_uniformis
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.077994176601747	-1.10788214312323	s__Faecalibacterium_prausnitzii
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.0228648931405321	-1.64064092605214	s__Bacteroides_fragilis
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.033790989862703	-1.47107058121303	s__Bifidobacterium_bifidum
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0119787964063611	-1.92122441492562	s__Bifidobacterium_longum
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.0576826826951952	-1.23887926598844	s__Blautia_wexlerae
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0580045825986252	-1.2364628280561	s__Bacteroides_ovatus
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0387145883856235	-1.41201318978057	s__Parabacteroides_distasonis
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.00452609864217041	-2.34331750982845	s__Roseburia_intestinalis
PRJNA231909.3108107	E006574	T1D	19.2197125256674	1.60164271047228	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.475814121119598	-0.322553545897721	s__Bacteroides_vulgatus
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	5.90011682231308e-05	-4.161143556385	s__Bacteroides_dorei
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	3.61007147941529e-05	-4.33629234079799	s__Bacteroides_uniformis
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0455062010227803	-1.3418339931792	s__Faecalibacterium_prausnitzii
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00365637239617344	-2.43576342551962	s__Bacteroides_fragilis
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.0153278034905091	-1.81423683075561	s__Bifidobacterium_bifidum
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.00641022692249307	-2.19244962155032	s__Bifidobacterium_longum
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.0218158319534727	-1.66102919294124	s__Blautia_wexlerae
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.045273496415229	-1.34406004791482	s__Bacteroides_ovatus
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0260319154319256	-1.58432707575198	s__Parabacteroides_distasonis
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.00157753123511846	-2.79927772108724	s__Roseburia_intestinalis
PRJNA231909.3108363	E006574	T1D	22.0123203285421	1.83436002737851	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	-5	s__Prevotella_copri
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.177840182215982	-0.749945685522593	s__Bacteroides_vulgatus
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	-5	s__Bacteroides_dorei
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.0389565961043404	-1.40930752999555	s__Bacteroides_uniformis
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0543372945662705	-1.26482207042192	s__Faecalibacterium_prausnitzii
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.0172075982792402	-1.76402742935267	s__Bacteroides_fragilis
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	-5	s__Bifidobacterium_bifidum
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0549420945057905	-1.26001574973782	s__Bifidobacterium_longum
PRJNA231909.3102732	E006673	control	0	0	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0	-5	s__Blautia_wexlerae
